Time_Point,Signal 1,Signal 2,Signal 3,Signal 4,Signal 5,Signal 6,Signal 7,Signal 8
729,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
730,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
731,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
732,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
733,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
734,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
735,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
736,29.1,29.1,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
737,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
738,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
739,29,29.15,4.04,0.01,0.9899,-0.0101,0.014134,0.002
740,28.8,28.75,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
741,28.75,28.85,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
742,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
743,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
744,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
745,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
746,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
747,29.15,29.35,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
748,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
749,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
750,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
751,29.2,29.2,4.24,0,0.9924,-0.0076,0.010937,0.0016
752,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
753,29.1,29.25,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
754,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
755,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
756,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
757,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
758,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
759,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
760,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
761,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
762,29.1,29.1,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
763,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
764,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
765,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
766,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
767,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
768,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
769,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
770,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
771,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
772,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
773,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
774,29.25,29.25,4.29,0,0.993,-0.007,0.010243,0.0015
775,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
776,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
777,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
778,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
779,29.25,29.45,4.29,0,0.993,-0.007,0.010243,0.0015
780,29.1,29.25,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
781,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
782,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
783,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
784,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
785,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
786,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
787,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
788,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
789,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
790,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
791,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
792,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
793,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
794,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
795,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
796,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
797,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
798,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
799,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
800,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
801,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
802,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
803,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
804,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
805,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
806,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
807,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
808,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
809,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
810,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
811,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
812,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
813,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
814,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
815,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
816,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
817,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
818,28.75,28.7,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
819,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
820,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
821,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
822,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
823,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
824,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
825,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
826,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
827,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
828,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
829,29.2,29.3,4.24,0,0.9924,-0.0076,0.010937,0.0016
830,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
831,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
832,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
833,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
834,29.2,29.1,4.24,0,0.9924,-0.0076,0.010937,0.0016
835,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
836,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
837,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
838,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
839,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
840,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
841,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
842,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
843,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
844,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
845,29.15,29.15,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
846,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
847,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
848,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
849,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
850,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
851,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
852,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
853,29,29.1,4.04,0.01,0.9899,-0.0101,0.014134,0.002
854,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
855,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
856,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
857,28.8,28.95,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
858,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
859,28.95,28.9,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
860,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
861,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
862,28.8,28.85,3.85,0.01,0.9867,-0.0133,0.018096,0.0026
863,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
864,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
865,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
866,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
867,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
868,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
869,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
870,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
871,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
872,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
873,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
874,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
875,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
876,28.7,28.6,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
877,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
878,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
879,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
880,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
881,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
882,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
883,28.85,29.05,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
884,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
885,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
886,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
887,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
888,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
889,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
890,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
891,29.15,29.35,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
892,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
893,29.05,29.15,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
894,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
895,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
896,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
897,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
898,29.15,29.35,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
899,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
900,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
901,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
902,29.35,29.3,4.39,0,0.9939,-0.0061,0.008969,0.0013
903,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
904,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
905,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
906,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
907,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
908,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
909,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
910,29.25,29.45,4.29,0,0.993,-0.007,0.010243,0.0015
911,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
912,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
913,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
914,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
915,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
916,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
917,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
918,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
919,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
920,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
921,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
922,29,29,4.04,0.01,0.9899,-0.0101,0.014134,0.002
923,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
924,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
925,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
926,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
927,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
928,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
929,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
930,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
931,29.15,29.35,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
932,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
933,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
934,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
935,29.1,29.2,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
936,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
937,29.3,29.2,4.34,0,0.9934,-0.0066,0.009587,0.0014
938,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
939,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
940,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
941,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
942,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
943,29.25,29.35,4.29,0,0.993,-0.007,0.010243,0.0015
944,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
945,29.25,29.3,4.29,0,0.993,-0.007,0.010243,0.0015
946,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
947,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
948,29.15,29.25,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
949,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
950,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
951,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
952,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
953,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
954,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
955,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
956,29.05,29.25,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
957,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
958,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
959,29.1,29.3,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
960,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
961,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
962,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
963,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
964,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
965,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
966,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
967,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
968,29,29,4.04,0.01,0.9899,-0.0101,0.014134,0.002
969,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
970,29.25,29.35,4.29,0,0.993,-0.007,0.010243,0.0015
971,29.15,29.25,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
972,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
973,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
974,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
975,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
976,29.1,29.1,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
977,29.05,29.1,4.09,0.01,0.9906,-0.0094,0.013268,0.0019
978,29.1,29.05,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
979,29.1,29.15,4.14,0.01,0.9913,-0.0087,0.012448,0.0018
980,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
981,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
982,29,29.05,4.04,0.01,0.9899,-0.0101,0.014134,0.002
983,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
984,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
985,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
986,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
987,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
988,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
989,29.5,29.55,4.54,0,0.9951,-0.0049,0.007318,0.0011
990,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
991,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
992,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
993,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
994,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
995,29.3,29.35,4.34,0,0.9934,-0.0066,0.009587,0.0014
996,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
997,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
998,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
999,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
1000,29.4,29.45,4.44,0,0.9943,-0.0057,0.008385,0.0012
1001,29.45,29.5,4.49,0,0.9948,-0.0052,0.007835,0.0012
1002,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
1003,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
1004,29.15,29.2,4.19,0.01,0.9919,-0.0081,0.011671,0.0017
1005,29.35,29.4,4.39,0,0.9939,-0.0061,0.008969,0.0013
1006,29.2,29.25,4.24,0,0.9924,-0.0076,0.010937,0.0016
1007,28.95,29,3.99,0.01,0.9892,-0.0108,0.015048,0.0022
1008,28.9,28.95,3.94,0.01,0.9884,-0.0116,0.016012,0.0023
1009,28.85,28.9,3.9,0.01,0.9876,-0.0124,0.017027,0.0024
1010,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1011,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1012,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1013,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1014,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1015,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1016,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1017,28.45,28.4,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1018,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1019,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1020,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1021,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1022,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1023,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1024,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1025,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1026,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1027,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1028,28.2,28.25,3.26,0.02,0.971,-0.029,0.035826,0.0049
1029,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1030,28.35,28.45,3.4,0.02,0.976,-0.024,0.030458,0.0042
1031,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1032,28.3,28.35,3.36,0.02,0.9744,-0.0256,0.032171,0.0044
1033,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1034,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1035,27.95,27.95,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1036,27.85,27.95,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1037,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1038,27.55,27.55,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1039,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1040,27.6,27.5,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1041,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1042,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1043,27.6,27.65,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1044,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1045,27.5,27.55,2.59,0.05,0.9347,-0.0653,0.070701,0.0092
1046,27.6,27.7,2.68,0.05,0.9415,-0.0585,0.064677,0.0084
1047,27.55,27.6,2.64,0.05,0.9382,-0.0618,0.067645,0.0088
1048,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1049,27.7,27.75,2.78,0.04,0.9477,-0.0523,0.059005,0.0078
1050,27.8,27.85,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1051,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1052,27.85,27.9,2.92,0.03,0.9559,-0.0441,0.051156,0.0068
1053,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1054,27.8,27.9,2.87,0.04,0.9533,-0.0467,0.053685,0.0071
1055,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1056,27.95,28,3.02,0.03,0.9608,-0.0392,0.046357,0.0062
1057,27.9,27.95,2.97,0.03,0.9584,-0.0416,0.048713,0.0065
1058,28,28.05,3.06,0.03,0.9631,-0.0369,0.044086,0.0059
1059,28.05,28.1,3.11,0.03,0.9652,-0.0348,0.041898,0.0056
1060,28.15,28.1,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1061,28.15,28.2,3.21,0.02,0.9692,-0.0308,0.03777,0.0051
1062,28.25,28.3,3.31,0.02,0.9728,-0.0272,0.03396,0.0046
1063,28.4,28.3,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1064,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1065,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1066,28.45,28.5,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1067,28.45,28.65,3.5,0.01,0.9789,-0.0211,0.027247,0.0038
1068,28.35,28.4,3.4,0.02,0.976,-0.024,0.030458,0.0042
1069,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1070,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1071,28.4,28.45,3.45,0.02,0.9775,-0.0225,0.028817,0.004
1072,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1073,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1074,28.75,28.8,3.8,0.01,0.9858,-0.0142,0.019221,0.0027
1075,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1076,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1077,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1078,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1079,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1080,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1081,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1082,28.5,28.55,3.55,0.01,0.9802,-0.0198,0.025747,0.0036
1083,28.7,28.75,3.75,0.01,0.9848,-0.0152,0.020403,0.0029
1084,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1085,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1086,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1087,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1088,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1089,28.6,28.65,3.65,0.01,0.9826,-0.0174,0.022948,0.0032
1090,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1091,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
1092,28.55,28.6,3.6,0.01,0.9814,-0.0186,0.024315,0.0034
1093,28.65,28.7,3.7,0.01,0.9837,-0.0163,0.021645,0.003
